0,1,2
5.504751893008923,-551.0,1.3365039825439453
5.589391645105366,-568.0,1.3049815893173218
5.718717350315105,-567.0,1.1458953619003296
5.772348798978237,-569.0,1.1293632984161377
5.551499295051212,-557.0,1.284706950187683
5.36009756168485,-534.0,1.5500671863555908
5.879945220548478,-575.0,1.291162133216858
5.406056983148733,-537.0,1.109054446220398
5.567395137322118,-513.0,1.08600652217865
5.589245439296023,-567.0,1.3049815893173218
5.712028442781011,-565.0,1.250617504119873
5.604384197601837,-558.0,1.1871551275253296
5.693021541256484,-519.0,1.0615642070770264
5.376757616398977,-519.0,1.1116138696670532
5.3433413814132384,-529.0,1.5564781427383423
5.425075350093049,-545.0,1.794666051864624
5.755748793956375,-572.0,2.3385796546936035
5.582440658206675,-563.0,1.3802727460861206
5.473429952323225,-546.0,1.2256886959075928
5.724356311699,-565.0,1.1349940299987793
5.587985518955621,-552.0,1.1012088060379028
5.865865252324524,-576.0,1.3449668884277344
5.337523677625454,-510.0,1.2212677001953125
5.689933101784388,-569.0,1.393759846687317
5.369404404040344,-538.0,1.311321496963501
5.927100513739848,-575.0,1.2822823524475098
5.843970693777483,-578.0,1.3853600025177002
5.781390907918037,-577.0,1.3538962602615356
5.783914987716636,-573.0,1.347766637802124
5.594424356906397,-528.0,1.0837093591690063
5.2897556663940035,-522.0,1.5932667255401611
5.319282483890253,-524.0,1.5172828435897827
5.372584822864814,-526.0,1.1696327924728394
5.755495624700287,-571.0,2.3385796546936035
5.582268398707691,-562.0,1.3802727460861206
5.492987232748604,-547.0,1.3333168029785156
5.693507384435761,-570.0,1.2889693975448608
5.9328766727434745,-586.0,1.6788160800933838
5.438941404475922,-542.0,1.4127604961395264
5.684344123979146,-563.0,1.2070375680923462
5.347613186135158,-517.0,1.497850775718689
5.29667595508507,-511.0,1.351367712020874
5.349104793168337,-518.0,1.2692923545837402
5.6359178778087236,-560.0,1.2592167854309082
5.829240739720562,-578.0,1.4678856134414673
5.42977085484772,-541.0,1.1124653816223145
5.381139737258083,-533.0,1.3065773248672485
5.709122702594616,-555.0,1.1061897277832031
5.581998537324494,-544.0,1.1688536405563354
5.545774722028898,-553.0,1.1990245580673218
5.332636519504449,-516.0,1.4742052555084229
5.871449691291834,-585.0,2.338836431503296
5.937398809641334,-577.0,1.2578922510147095
5.876648772097276,-573.0,1.2804456949234009
5.70960523272615,-568.0,1.272578477859497
