0,1,2
5.604149409114629,-661.0,1.2108218669891357
5.702038043133624,-612.0,0.9180389046669006
4.709315610139151,-512.0,1.1942756175994873
4.919228836112547,-589.0,1.4244041442871094
5.498364486656467,-520.0,0.8584111332893372
4.791857247581569,-511.0,1.065314769744873
4.843803347962049,-567.0,1.356211543083191
4.903827695664114,-581.0,1.4228920936584473
5.594544113327774,-658.0,1.2410303354263306
5.636936446111968,-655.0,1.1807540655136108
5.091695219786177,-622.0,1.2930086851119995
5.269288392531963,-628.0,1.1209379434585571
4.936302811606513,-595.0,1.3182532787322998
5.433708640743658,-621.0,1.0814201831817627
5.665619680234239,-598.0,0.9078794717788696
5.343466209298272,-579.0,0.8887098431587219
5.237491171324438,-639.0,1.2134383916854858
5.6728352164150655,-597.0,0.9055989980697632
5.038523126410663,-610.0,1.2334824800491333
5.321489529452197,-591.0,0.9556698203086853
5.517804998217993,-533.0,0.8699214458465576
4.959102831084306,-587.0,1.2540143728256226
4.984898299265271,-600.0,1.3347378969192505
5.403758678874964,-606.0,0.984771192073822
5.344816136710467,-584.0,0.8887562155723572
4.729429609060032,-522.0,1.2451847791671753
5.06970408606553,-583.0,1.0586501359939575
5.025330932504718,-516.0,0.9646523594856262
5.490348323912518,-525.0,0.8624020218849182
5.347705653288223,-592.0,0.8734754920005798
5.335559901955118,-633.0,1.1515270471572876
4.847282488812363,-558.0,1.352400541305542
4.919858102981558,-572.0,1.0347955226898193
5.118957339275522,-544.0,0.9688259959220886
4.807354015807695,-518.0,1.0441977977752686
4.903722742827435,-568.0,1.1484122276306152
5.148356044955908,-549.0,0.963893473148346
4.9811622363262495,-616.0,1.3537535667419434
5.1961457647820914,-564.0,0.9735450744628906
5.117366319726289,-559.0,1.0037678480148315
5.544551146101432,-538.0,0.8698973059654236
5.1814901918545315,-618.0,1.260550856590271
4.848952572261639,-567.0,1.329352617263794
5.357675854316764,-613.0,1.0382771492004395
4.9476957698429604,-586.0,1.1472289562225342
4.963321404795437,-595.0,1.2787504196166992
4.915185715469289,-572.0,1.035241723060608
5.462056827219198,-625.0,1.068332552909851
5.397816454049785,-619.0,1.0060598850250244
4.854321676831604,-566.0,1.2952555418014526
5.084988376630697,-540.0,1.0005780458450317
4.779368411701462,-527.0,1.1352711915969849
4.847872443197822,-542.0,1.0751862525939941
5.566190133775889,-638.0,1.2068480253219604
5.167971546896979,-621.0,1.2710148096084595
5.667335602051124,-605.0,0.9279654622077942
5.372492217677189,-609.0,1.0132548809051514
5.216339323991291,-557.0,0.9368389844894409
5.544543626566359,-531.0,0.8585057258605957
5.608491405335518,-630.0,1.0857207775115967
4.832680579471062,-529.0,1.0657495260238647
5.17053144378863,-574.0,1.0275906324386597
5.0578009534568995,-597.0,1.1056827306747437
5.302945823930805,-580.0,0.992376983165741
4.821749257266571,-526.0,1.0639896392822266
5.461846142862055,-627.0,1.0792368650436401
4.78409450104893,-535.0,1.15238618850708
4.7178008932927185,-513.0,1.159666895866394
5.468482878762975,-620.0,0.9591508507728577
5.013431450805645,-609.0,1.2181471586227417
4.9704181229711075,-593.0,1.2785248756408691
5.625556184089687,-624.0,1.052657127380371
5.5574292712997115,-636.0,1.177919864654541
5.12608895896512,-549.0,0.9693965911865234
5.188060244873071,-565.0,0.9940385222434998
5.610711561454124,-652.0,1.182288408279419
4.749701913733055,-534.0,1.1967740058898926
4.897209443781483,-549.0,1.0212738513946533
5.443707662772389,-622.0,0.9958801865577698
5.474619821211953,-610.0,0.9464367032051086
5.200936560448825,-574.0,0.9817439913749695
5.445769903492406,-604.0,0.980089008808136
5.575917075770725,-647.0,1.2296199798583984
5.61040985691107,-661.0,1.2103135585784912
5.3914341694764545,-597.0,0.9242320656776428
5.569157933694618,-640.0,1.222969889640808
4.965110118890493,-596.0,1.3133978843688965
5.217801012674511,-575.0,0.9868905544281006
5.330371653721473,-581.0,0.92311030626297
5.281797757555877,-592.0,1.0235832929611206
4.963850871914468,-588.0,1.2639392614364624
5.682227969531149,-608.0,0.9251866340637207
5.302040677096248,-587.0,1.0108171701431274
5.583105610675641,-641.0,1.195191740989685
5.513001211695181,-530.0,0.8725146055221558
5.630774954194923,-653.0,1.1816961765289307
5.578807931646697,-650.0,1.2152023315429688
