0,1,2
300.3541344157941,-54.0,0.2563247084617615
238.99842522428082,-311.0,0.6496532559394836
420.9372663672164,-117.0,0.3078297972679138
0.006074965795312312,-83.0,0.33419546484947205
181.6534611970893,-268.0,0.6922736763954163
344.0576123293922,-76.0,0.2506054639816284
236.5328324889094,-302.0,0.6312156319618225
189.39347920479514,-271.0,0.5652393102645874
172.49849151864015,-263.0,0.6793487668037415
98.60244494140717,-239.0,0.5379208922386169
229.22244917996443,-290.0,0.5981281995773315
268.7477552549347,-77.0,0.27517157793045044
295.9071947739359,-58.0,0.2607796788215637
26.442213588508842,-187.0,0.6149128079414368
243.41621859302074,-61.0,0.27193087339401245
262.05707984640514,-74.0,0.2806713283061981
199.90209809115584,-283.0,0.5048911571502686
375.2979632274212,-99.0,0.28915759921073914
357.5849038584987,-84.0,0.266109436750412
160.26654743248477,-261.0,0.577469527721405
223.10894463621918,-289.0,0.6495755314826965
403.43560111388746,-93.0,0.2686953842639923
317.61755632698726,-58.0,0.2606964707374573
204.38413081417903,-223.0,0.3988954424858093
155.4813189863769,-259.0,0.593965470790863
149.20707308092045,-257.0,0.5234072804450989
2.691446344643419,-169.0,0.6034814119338989
325.70997244176164,-63.0,0.26217004656791687
95.2288888650563,-226.0,0.44306474924087524
212.59923216796267,-285.0,0.5189757347106934
138.67563304402506,-233.0,0.42359837889671326
133.97430626821202,-245.0,0.4562436044216156
194.67791411838843,-275.0,0.6855138540267944
307.4109205982196,-70.0,0.267590194940567
211.6252029233872,-277.0,0.47700294852256775
396.07576555221567,-97.0,0.2709340751171112
4.951815946382771,-164.0,0.513126015663147
22.282657481460298,-160.0,0.3714788854122162
116.72969070981145,-133.0,0.326037734746933
68.59318927285935,-212.0,0.461173951625824
216.98687757117432,-279.0,0.4502786695957184
413.6221541462198,-112.0,0.2937699556350708
391.8243147940525,-105.0,0.2783597707748413
20.3313587192808,-182.0,0.481486439704895
109.34090211988378,-231.0,0.4003988206386566
416.02717725727473,-108.0,0.2734716236591339
5.268206414636358,-145.0,0.36453670263290405
192.6895560561964,-273.0,0.583879292011261
129.43055913851086,-197.0,0.3699423670768738
39.664518831240386,-172.0,0.38513675332069397
184.95727718318892,-205.0,0.35479816794395447
